port, timestamp,snr,signal,noise,ms
p1,1764662568.6534,3.52,-3.281,-33.68,30.39
p1,1764662568.7854,3.521,-3.25,-33.98,30.73
G,1764662571,13.079475,-16.770156667,13.1
C,1764662571.9,4,0
p1,1764662578.6137,3.519,-3.349,-30.78,27.43
p1,1764662578.6357,3.521,-3.313,-33.81,30.5
p1,1764662578.7529,3.52,-3.236,-41.32,38.08
p1,1764662578.8847,3.52,-3.314,-32.78,29.46
p1,1764662588.7132,3.519,-3.234,-37.85,34.61
p1,1764662588.7352,3.522,-3.22,-41.1,37.88
p1,1764662588.8524,3.52,-3.214,-40.26,37.04
p1,1764662588.9842,3.521,-3.224,-40.67,37.45
C,1764662591.902,5,0
p1,1764662598.8127,3.519,-3.144,-43.26,40.11
p1,1764662598.8347,3.522,-3.123,-41.11,37.99
p1,1764662598.9519,3.521,-3.127,-32.06,28.93
p1,1764662599.0837,3.521,-3.076,-41.01,37.94
p1,1764662608.9122,3.519,-17.83,-50.65,32.81
p1,1764662608.9342,3.522,-17.97,-48.36,30.39
p1,1764662609.0512,3.52,-18.64,-50.64,32
p1,1764662609.1831,3.52,-19.75,-50.29,30.53
C,1764662611.9,4,0
p1,1764662619.0114,3.519,-33.33,-61.65,28.31
p1,1764662619.0334,3.522,-33.1,-63.24,30.14
p1,1764662619.1507,3.52,-32.22,-70.79,38.57
p1,1764662619.2824,3.52,-32.39,-62.53,30.13
p1,1764662629.1109,3.518,-48.16,-76.08,27.91
p1,1764662629.1329,3.523,-48.13,-76.83,28.69
p1,1764662629.2501,3.518,-48.26,-76,27.73
p1,1764662629.3819,3.52,-48.14,-75.46,27.31
G,1764662631,13.079378333,-16.769986667,14.5
p1,1764662639.2104,3.518,-60.43,-75.78,15.22
p1,1764662639.2324,3.529,-59.95,-76.65,16.61
p1,1764662639.3496,3.524,-59.48,-76.64,17.08
p1,1764662639.4814,3.52,-59.48,-77.01,17.46
p1,1764662649.3099,3.528,-68.72,-76.55,7.041
C,1764662651.903,5,0
p1,1764662669.5086,3.513,-69.48,-76.5,6.06
C,1764662671.902,4,0
G,1764662691,13.079355,-16.769325,15.4
p1,1764662709.9064,3.545,-69.96,-77.88,7.161
p1,1764662709.9284,3.548,-70.78,-77.81,6.068
p1,1764662710.0456,3.525,-69.22,-78.26,8.457
p1,1764662710.1774,3.516,-68.4,-76.64,7.542
C,1764662711.902,5,0
C,1764662717.7,5,0
C,1764662731.907,4,0
G,1764662751,13.079228333,-16.769635,11.9
C,1764662751.902,5,0
C,1764662771.902,4,0
p1,1764662790.7018,3.569,-67.45,-75.34,7.12
p1,1764662790.7238,3.545,-68.13,-75.16,6.07
C,1764662791.902,5,0
p1,1764662800.8013,3.543,-62.17,-75.98,13.62
p1,1764662800.8233,3.536,-62.61,-75.6,12.76
p1,1764662800.9403,3.532,-64.18,-76.1,11.63
p1,1764662801.0723,3.528,-61.88,-75.68,13.62
p1,1764662810.9005,3.515,-42.35,-70.63,28.28
p1,1764662810.9226,3.518,-42.22,-72.54,30.32
p1,1764662811.0398,3.517,-42.35,-75.06,32.7
p1,1764662811.1715,3.518,-42.97,-72.54,29.56
G,1764662811,13.079226667,-16.769635,11.8
p1,1764662821.0000,3.524,-15.7,-53.61,37.91
p1,1764662821.0220,3.534,-14.08,-53.79,39.72
p1,1764662821.1393,3.525,-22.58,-55.23,32.64
p1,1764662821.2710,3.547,-25.01,-65.23,40.22
p1,1764662831.0995,3.512,-30.24,-65.48,35.24
p1,1764662831.1215,3.515,-30.94,-63.41,32.47
p1,1764662831.2385,3.512,-30.98,-59.19,28.2
p1,1764662831.3705,3.512,-29.57,-62.11,32.54
C,1764662831.903,4,0
p1,1764662841.1990,3.514,-30.49,-59.09,28.59
p1,1764662841.2208,3.515,-29.7,-58.1,28.39
p1,1764662841.3380,3.515,-28.97,-66.42,37.45
p1,1764662841.4698,3.516,-27.95,-56.2,28.25
p1,1764662851.2983,3.512,-30.89,-63.87,32.98
p1,1764662851.3203,3.515,-30.75,-67.34,36.6
p1,1764662851.4375,3.514,-27.86,-65.74,37.88
p1,1764662851.5693,3.51,-20.07,-56.36,36.29
p1,1764662861.3978,3.508,-17.72,-57.89,40.17
p1,1764662861.4198,3.51,-17.79,-54.93,37.14
p1,1764662861.5370,3.508,-22.74,-51.07,28.32
p1,1764662861.6688,3.51,-26.92,-64.73,37.81
p1,1764662871.4973,3.508,-29.98,-60.94,30.96
p1,1764662871.5190,3.509,-34.58,-52.19,17.54
p1,1764662871.5193,3.511,-30.87,-59.26,28.38
p1,1764662871.6363,3.508,-37.34,-69.3,31.95
p1,1764662871.7683,3.512,-39.41,-67.77,28.35
G,1764662871,13.079425,-16.769131667,13.9
C,1764662871.902,5,0
p1,1764662881.5965,3.507,-27.7,-58.15,30.45
p1,1764662881.6185,3.51,-27.84,-60.41,32.57
p1,1764662881.7358,3.507,-30.21,-69.44,39.23
p1,1764662881.8675,3.511,-41.34,-71.03,29.69
p1,1764662891.6960,3.51,-28.08,-65.77,37.69
p1,1764662891.7180,3.511,-29.24,-68.78,39.53
p1,1764662891.8353,3.507,-45.49,-73.88,28.38
C,1764662891.903,4,0
p1,1764662891.9670,3.508,-31.31,-69.81,38.51
p1,1764662901.7955,3.509,-28.53,-63.6,35.06
p1,1764662901.8175,3.511,-29.34,-62.13,32.79
p1,1764662901.9345,3.505,-44.06,-72.35,28.28
p1,1764662902.0665,3.509,-32.04,-64.63,32.59
C,1764662911.903,5,0
p1,1764662911.8950,3.509,-29.17,-57.61,28.43
p1,1764662911.9167,3.51,-28.56,-57.92,29.36
p1,1764662912.0340,3.512,-27.96,-65.59,37.63
p1,1764662912.1658,3.507,-16.66,-44.88,28.22
p1,1764662921.9942,3.508,-27.08,-61.86,34.77
p1,1764662922.0163,3.51,-27.69,-65.41,37.71
p1,1764662922.1335,3.504,-31.25,-67.38,36.13
p1,1764662922.2652,3.505,-40.59,-72.22,31.63
G,1764662931,13.079543333,-16.768401667,16.8
C,1764662931.896,4,0
p1,1764662932.0937,3.502,-28.43,-67.9,39.46
p1,1764662932.1157,3.506,-28.56,-64.13,35.57
p1,1764662932.2330,3.506,-22.63,-51.11,28.47
p1,1764662932.3647,3.499,-18.14,-56.32,38.18
p1,1764662942.1932,3.509,-20.07,-50.18,30.11
p1,1764662942.2152,3.511,-23.11,-51.5,28.38
p1,1764662942.3322,3.504,-28.43,-60.86,32.43
p1,1764662942.4640,3.505,-37.79,-52.67,14.74
p1,1764662942.4642,3.506,-34.23,-62.26,28.03
p1,1764662952.2925,3.507,-38.02,-67.54,29.51
p1,1764662952.3145,3.51,-35.55,-67.63,32.08
p1,1764662952.4317,3.506,-21.37,-61.54,40.17
p1,1764662952.5635,3.505,-14.54,-47.08,32.54
p1,1764662962.3920,3.503,-28.42,-66.62,38.2
p1,1764662962.4139,3.503,-29.19,-68.84,39.65
p1,1764662962.5312,3.506,-34.54,-66.81,32.27
p1,1764662962.6630,3.506,-42.63,-73.75,31.12
C,1764662971.905,5,0
p1,1764662972.4915,3.506,-26.94,-62.12,35.18
p1,1764662972.5134,3.507,-25.35,-57.59,32.24
p1,1764662972.6305,3.502,-19.04,-49.02,29.97
p1,1764662972.7625,3.506,-21.62,-54.36,32.74
p1,1764662982.5910,3.505,-29.27,-57.41,28.13
p1,1764662982.6127,3.501,-29.95,-60.29,30.33
p1,1764662982.7300,3.506,-27.59,-64.72,37.13
p1,1764662982.8617,3.507,-32.94,-60.98,28.03
G,1764662991,13.079783333,-16.767768333,17.2
C,1764662991.904,4,0
p1,1764662992.6902,3.503,-14.75,-49.9,35.15
p1,1764662992.7122,3.507,-13.04,-50.84,37.8
p1,1764662992.8294,3.507,-11.93,-47.62,35.68
p1,1764662992.9612,3.511,-17.18,-55.34,38.16
p1,1764663002.7897,3.503,-16.31,-56.58,40.27
p1,1764663002.8117,3.506,-16.03,-51.55,35.52
p1,1764663002.9289,3.504,-22.58,-51.04,28.46
p1,1764663003.0607,3.504,-26.26,-64.11,37.85
C,1764663011.905,5,0
p1,1764663012.8892,3.505,-21.09,-51.52,30.42
p1,1764663012.9112,3.506,-21.55,-50.1,28.54
p1,1764663013.0282,3.504,-26.17,-58.63,32.46
p1,1764663013.1599,3.5,-32.73,-51.67,18.88
p1,1764663013.1602,3.502,-29.11,-57.38,28.27
p1,1764663022.9884,3.501,-29.53,-59.87,30.33
p1,1764663023.0104,3.504,-30.78,-63.39,32.6
p1,1764663023.1277,3.506,-33.81,-72.08,38.26
p1,1764663023.2594,3.505,-32.71,-65.22,32.51
p1,1764663033.0879,3.505,-34.54,-70.29,35.76
p1,1764663033.1099,3.508,-30.15,-68.85,38.69
p1,1764663033.2272,3.503,-20.34,-53.05,32.71
p1,1764663033.3589,3.502,-14.41,-54.03,39.62
p1,1764663043.1874,3.501,-19.44,-54.68,35.24
p1,1764663043.2094,3.503,-18.32,-51.14,32.82
p1,1764663043.3264,3.504,-20.08,-49.36,29.27
p1,1764663043.4584,3.506,-23.78,-56.38,32.6
G,1764663051,13.079715,-16.767046667,17
C,1764663051.897,4,0
p1,1764663053.2869,3.504,-26.83,-55.21,28.37
p1,1764663053.3087,3.503,-27.46,-57.16,29.69
p1,1764663053.4259,3.499,-32.84,-70.14,37.3
p1,1764663053.5577,3.502,-34.83,-63.16,28.32
p1,1764663063.3862,3.505,-32.89,-66.81,33.92
p1,1764663063.4082,3.506,-34.11,-70.51,36.4
p1,1764663063.5254,3.505,-32.32,-68.49,36.17
p1,1764663063.6572,3.504,-21.75,-59.24,37.49
C,1764663071.906,5,0
p1,1764663073.4857,3.5,-22.62,-62.68,40.06
p1,1764663073.5077,3.502,-21.72,-58.19,36.47
p1,1764663073.6249,3.501,-17.32,-45.76,28.43
p1,1764663073.7567,3.504,-20.71,-58.8,38.09
p1,1764663083.5851,3.504,-22.49,-53.27,30.78
p1,1764663083.6071,3.507,-24.2,-52.63,28.42
p1,1764663083.7241,3.499,-29.72,-62.15,32.43
p1,1764663083.8559,3.498,-40.41,-53.05,12.4
p1,1764663083.8562,3.501,-37.06,-65.27,28.2
C,1764663091.906,4,0
p1,1764663093.6844,3.504,-45.9,-73.67,27.77
p1,1764663093.7064,3.508,-51.46,-75.76,24.28
p1,1764663093.8236,3.503,-42.22,-73.22,31
p1,1764663093.9554,3.503,-21.51,-54.14,32.63
p1,1764663103.7839,3.5,-21.63,-59.39,37.76
p1,1764663103.8059,3.503,-20.17,-60.31,40.14
p1,1764663103.9231,3.504,-22.85,-55.59,32.75
p1,1764663104.0549,3.505,-27.85,-67.16,39.31
G,1764663111,13.079645,-16.766348333,17.8
p1,1764663113.8834,3.5,-32.2,-67.18,34.98
p1,1764663113.9054,3.501,-33.44,-65.8,32.35
p1,1764663114.0224,3.502,-40.28,-69.03,28.74
p1,1764663114.1544,3.502,-49.83,-74.19,24.34
p1,1764663123.9829,3.5,-32.68,-61.06,28.37
p1,1764663124.0046,3.501,-32.12,-61.45,29.33
p1,1764663124.1219,3.502,-30.49,-67.78,37.3
p1,1764663124.2536,3.503,-34.35,-62.15,27.79
C,1764663131.907,5,0
p1,1764663134.0821,3.499,-35.8,-69.33,33.53
p1,1764663134.1041,3.502,-36.61,-72.34,35.73
p1,1764663134.2214,3.503,-39.07,-72.72,33.64
p1,1764663134.3531,3.503,-35.77,-71.82,36.05
p1,1764663144.1816,3.502,-35.17,-72.49,37.31
p1,1764663144.2036,3.505,-34.83,-70.38,35.55
p1,1764663144.3208,3.507,-26.25,-54.98,28.73
p1,1764663144.4526,3.5,-18.71,-56.92,38.21
C,1764663151.906,4,0
p1,1764663154.2811,3.504,-26.05,-57.61,31.56
p1,1764663154.3031,3.506,-24.76,-53.2,28.43
p1,1764663154.4201,3.5,-18.32,-50.75,32.43
p1,1764663154.5521,3.503,-20.54,-49.45,28.9
p1,1764663164.3804,3.501,-31.05,-61.36,30.31
p1,1764663164.4024,3.504,-30.38,-62.68,32.29
p1,1764663164.5196,3.503,-27.47,-66.56,39.09
p1,1764663164.6514,3.496,-44.76,-73.65,28.88
G,1764663171,13.080193333,-16.766166667,15.1
C,1764663171.903,5,0
p1,1764663174.4798,3.503,-23.56,-61.25,37.69
p1,1764663174.5018,3.504,-24.26,-63.63,39.36
p1,1764663174.6191,3.504,-36.81,-68.94,32.13
p1,1764663174.7509,3.502,-32.57,-71.39,38.82
p1,1764663184.5793,3.499,-39.41,-71.83,32.42
p1,1764663184.6013,3.501,-38.07,-69.91,31.84
p1,1764663184.7184,3.503,-31.29,-59.54,28.25
p1,1764663184.8503,3.502,-37.01,-68.88,31.87
p1,1764663194.6788,3.503,-21.22,-49.77,28.54
p1,1764663194.7006,3.504,-21.19,-49.48,28.29
p1,1764663194.8178,3.502,-21.06,-59.15,38.09
p1,1764663194.9496,3.501,-21.32,-49.7,28.37
p1,1764663204.7781,3.498,-37.35,-69.5,32.14
p1,1764663204.8001,3.5,-37.63,-73.99,36.36
p1,1764663204.9173,3.501,-36,-72.79,36.79
p1,1764663205.0491,3.499,-39.62,-73.01,33.39
C,1764663211.909,4,0
p1,1764663214.8776,3.505,-63.28,-78.78,15.38
p1,1764663214.8996,3.5,-63.96,-79.32,15.23
p1,1764663215.0168,3.509,-63.89,-78.55,14.5
p1,1764663215.1486,3.504,-66.28,-78.05,11.47
p1,1764663224.9771,3.494,-64.7,-78.3,13.41
p1,1764663224.9991,3.505,-66.25,-78.64,12.13
p1,1764663225.1161,3.493,-67.39,-78.96,11.26
p1,1764663225.2481,3.503,-66.33,-78.55,11.95
G,1764663231,13.08038,-16.766215,15.5
C,1764663231.9,5,0
p1,1764663235.0763,3.508,-65.25,-77.95,12.46
p1,1764663235.0983,3.515,-65.48,-78.72,13.02
p1,1764663235.2156,3.51,-64.11,-79.23,14.98
p1,1764663235.3473,3.503,-65.6,-78.37,12.53
p1,1764663245.1758,3.48,-66.75,-78.85,11.83
p1,1764663245.1978,3.495,-67.38,-78.73,11.01
p1,1764663245.3151,3.501,-67.73,-78.36,10.23
p1,1764663245.4468,3.499,-68.45,-78.22,9.295
C,1764663251.906,4,0
p1,1764663255.4143,3.518,-70.34,-79.1,8.142
p1,1764663255.5463,3.504,-70.66,-78.36,6.894
p1,1764663265.5138,3.493,-70.37,-78.74,7.691
p1,1764663265.6456,3.534,-71.46,-78.46,6.029
G,1764663291,13.08038,-16.766213333,15.5
C,1764663291.907,5,0
C,1764663311.906,4,0
p1,1764663315.8718,3.507,-70.46,-78.47,7.262
p1,1764663315.8938,3.508,-71.1,-78.55,6.592
p1,1764663316.0110,3.492,-69.36,-78.65,8.748
p1,1764663316.1428,3.508,-70.07,-78.38,7.617
C,1764663318.168,4,0
p1,1764663325.9713,3.509,-66.25,-78.08,11.54
p1,1764663325.9933,3.511,-64.65,-78.19,13.35
p1,1764663326.1105,3.516,-65.68,-78.39,12.47
p1,1764663326.2423,3.517,-66.95,-78.21,10.92
C,1764663331.908,5,0
p1,1764663336.0708,3.504,-62.68,-78.28,15.48
p1,1764663336.0925,4.686,-72.27,-79.87,6.763
p1,1764663336.0928,3.507,-62.82,-78.1,15.15
p1,1764663336.2098,3.508,-63.08,-78.22,15
p1,1764663336.3418,3.509,-63.49,-78.26,14.62
p1,1764663346.1703,3.533,-71.03,-78.78,6.957
p1,1764663346.1920,3.501,-70.6,-79.11,7.842
p1,1764663346.3092,3.52,-69.11,-78.32,8.659
p1,1764663346.4410,3.512,-65.53,-78.97,13.24
G,1764663351,13.08038,-16.766211667,15.6
p1,1764663356.2695,3.505,-42.33,-77.3,34.97
p1,1764663356.2915,3.507,-42.74,-77.06,34.31
p1,1764663356.4088,3.509,-43.72,-72.62,28.9
p1,1764663356.5405,3.509,-45.13,-77.65,32.51
p1,1764663366.3690,3.497,-25.45,-60,34.55
p1,1764663366.3910,3.499,-25.5,-55.76,30.26
p1,1764663366.5080,3.496,-25.5,-55.73,30.23
p1,1764663366.6400,3.498,-25.45,-57.03,31.57
C,1764663371.91,4,0
p1,1764663376.4683,3.507,-25.58,-53.97,28.38
p1,1764663376.4902,3.509,-25.54,-55.7,30.16
p1,1764663376.6075,3.508,-25.44,-63.74,38.3
p1,1764663376.7392,3.508,-25.52,-55.93,30.4
p1,1764663386.5677,3.506,-25.18,-60.31,35.13
p1,1764663386.5897,3.508,-25.13,-63.62,38.5
p1,1764663386.7070,3.507,-25.14,-60.55,35.41
p1,1764663386.8387,3.507,-25.02,-62.92,37.9
C,1764663391.912,5,0
p1,1764663396.6672,3.476,-28.52,-66.34,37.82
p1,1764663396.6892,3.479,-28.44,-63.66,35.22
p1,1764663396.8065,3.508,-27.21,-55.6,28.38
p1,1764663396.9382,3.508,-27.4,-62.61,35.21
p1,1764663406.7667,3.478,-30,-60.2,30.19
p1,1764663406.7887,3.481,-29.93,-58.23,28.3
p1,1764663406.9057,3.477,-29.92,-63.86,33.93
p1,1764663407.0377,3.479,-29.88,-58.36,28.47
G,1764663411,13.080378333,-16.766213333,15.3
C,1764663411.909,4,0
p1,1764663416.8659,3.439,-39.6,-69.14,29.54
p1,1764663416.8880,3.444,-39.21,-71.14,31.92
p1,1764663417.0052,3.445,-38.78,-75.47,36.69
p1,1764663417.1370,3.443,-38.55,-70.36,31.81
p1,1764663426.9655,3.501,-31.15,-68.72,37.57
p1,1764663426.9875,3.504,-30.75,-70.24,39.49
p1,1764663427.1047,3.495,-30.79,-63.54,32.75
p1,1764663427.2365,3.494,-29.82,-68.93,39.11
p1,1764663437.0650,3.474,-35.06,-69.71,34.64
p1,1764663437.0870,3.477,-34.99,-67.53,32.54
p1,1764663437.2040,3.476,-35.92,-63.96,28.04
p1,1764663437.2042,3.479,-39.11,-52.8,13.5
p1,1764663437.3360,3.477,-35.41,-67.52,32.1
p1,1764663447.1642,3.493,-30.85,-51.17,20.28
p1,1764663447.1644,3.495,-27.33,-55.71,28.37
p1,1764663447.1862,3.495,-27.32,-55.6,28.28
p1,1764663447.3035,3.495,-27.2,-63.4,36.2
p1,1764663447.4352,3.493,-27.32,-55.8,28.48
C,1764663451.909,5,0
p1,1764663457.2637,3.497,-27.45,-60.08,32.62
p1,1764663457.2857,3.499,-27.43,-62.48,35.05
p1,1764663457.4029,3.498,-27.32,-64.96,37.64
p1,1764663457.5347,3.498,-26.4,-61.45,35.05
p1,1764663467.3632,3.498,-30.74,-70.44,39.71
p1,1764663467.3852,3.494,-32.02,-69.7,37.68
p1,1764663467.5024,3.507,-29.39,-59.8,30.41
p1,1764663467.6342,3.51,-28.55,-68.42,39.87
G,1764663471,13.080378333,-16.766213333,15.2
C,1764663471.908,4,0
p1,1764663477.4627,3.465,-44.75,-75.49,30.74
p1,1764663477.4847,3.47,-45.49,-73.62,28.12
p1,1764663477.6017,3.449,-54.25,-77.8,23.53
p1,1764663477.7337,3.483,-46.06,-74.31,28.24
p1,1764663487.5619,3.441,-32.96,-60.92,27.96
p1,1764663487.5839,3.445,-32.79,-62.71,29.92
p1,1764663487.7012,3.443,-32.4,-69.43,37.03
p1,1764663487.8329,3.445,-33.5,-63.44,29.94
C,1764663491.911,5,0
p1,1764663497.6614,3.462,-33.75,-68.28,34.53
p1,1764663497.6834,3.466,-33.78,-70.72,36.94
p1,1764663497.8007,3.465,-33.79,-69.11,35.32
p1,1764663497.9324,3.462,-33.85,-70.67,36.82
p1,1764663507.7609,3.402,-48.22,-77.81,29.59
p1,1764663507.7829,3.411,-48.52,-78.07,29.55
p1,1764663507.9002,3.432,-48.32,-74.92,26.59
p1,1764663508.0319,3.437,-44.37,-77.23,32.86
p1,1764663517.8604,3.454,-38.14,-70.21,32.06
p1,1764663517.8824,3.452,-37.93,-67.93,29.99
p1,1764663517.9994,3.464,-36.66,-66.49,29.83
p1,1764663518.1314,3.483,-38.19,-68.06,29.86
p1,1764663527.9597,3.459,-43.55,-52.96,8.874
p1,1764663527.9599,3.463,-41.13,-69.08,27.94
p1,1764663527.9817,3.462,-41.09,-70.07,28.98
p1,1764663527.9819,3.465,-43.68,-52.99,8.77
p1,1764663528.0989,3.463,-41.04,-76.19,35.15
p1,1764663528.2307,3.461,-41.17,-68.95,27.77
G,1764663531,13.080378333,-16.766213333,15.1
C,1764663531.901,4,0
p1,1764663538.0592,3.475,-41.05,-72.22,31.16
p1,1764663538.0812,3.478,-41.04,-74.87,33.83
p1,1764663538.1984,3.478,-41,-75.65,34.65
p1,1764663538.3302,3.477,-41.03,-74.09,33.06
p1,1764663548.1587,3.486,-40.97,-76.63,35.66
p1,1764663548.1807,3.489,-40.96,-76.04,35.08
p1,1764663548.2979,3.487,-41.07,-70.93,29.85
p1,1764663548.4296,3.488,-40.96,-76.63,35.67
C,1764663551.909,5,0
p1,1764663558.2582,3.495,-40.94,-74.42,33.48
p1,1764663558.2801,3.497,-40.98,-70.37,29.39
p1,1764663558.3972,3.495,-41.01,-70.71,29.69
p1,1764663558.5291,3.496,-40.97,-72.62,31.64
p1,1764663568.3574,3.499,-44.15,-53.01,8.255
p1,1764663568.3576,3.501,-41.26,-68.25,26.98
p1,1764663568.3794,3.501,-41.21,-70.68,29.46
p1,1764663568.4966,3.5,-41.17,-75.82,34.65
p1,1764663568.6284,3.5,-41.25,-69.27,28.02
C,1764663571.912,4,0
p1,1764663578.4569,3.506,-41,-73.79,32.78
p1,1764663578.4789,3.508,-41,-76.22,35.22
p1,1764663578.5961,3.508,-40.98,-75.68,34.7
p1,1764663578.7279,3.507,-40.92,-75.73,34.81
p1,1764663588.5564,3.512,-41.34,-77.07,35.72
p1,1764663588.5784,3.515,-41.38,-75.83,34.45
p1,1764663588.6956,3.513,-41.46,-69.38,27.91
p1,1764663588.8274,3.513,-41.43,-76.33,34.9
G,1764663591,13.080378333,-16.766208333,15.2
p1,1764663598.6559,3.518,-41.06,-72.42,31.36
p1,1764663598.6779,3.521,-41.08,-70.03,28.95
p1,1764663598.7949,3.519,-41.04,-72.86,31.81
p1,1764663598.9269,3.519,-41.06,-70.79,29.72
p1,1764663608.7551,3.522,-41.18,-68.87,27.69
p1,1764663608.7771,3.524,-41.09,-71.57,30.48
p1,1764663608.8944,3.523,-41.02,-76.5,35.48
p1,1764663609.0261,3.523,-41.12,-70.39,29.26
C,1764663611.909,5,0
p1,1764663618.8546,3.524,-41.26,-74.5,33.23
p1,1764663618.8766,3.527,-41.25,-77.16,35.91
p1,1764663618.9939,3.525,-41.34,-74.36,33.02
p1,1764663619.1256,3.526,-41.14,-76.43,35.3
p1,1764663628.9541,3.528,-40.71,-76,35.28
p1,1764663628.9761,3.53,-40.73,-74.42,33.68
p1,1764663629.0931,3.529,-43.98,-53.04,8.478
p1,1764663629.0934,3.529,-40.77,-68.98,28.2
p1,1764663629.2251,3.528,-40.69,-73.82,33.13
C,1764663631.911,4,0
p1,1764663639.0534,3.531,-44.33,-53.1,8.148
p1,1764663639.0536,3.531,-41.02,-70.71,29.69
p1,1764663639.0754,3.534,-44.37,-53.02,8.008
p1,1764663639.0756,3.533,-41.02,-69.28,28.26
p1,1764663639.1926,3.532,-41.03,-72.82,31.79
p1,1764663639.3243,3.532,-44.26,-53.11,8.249
p1,1764663639.3246,3.532,-41.08,-69.14,28.05
p1,1764663649.1529,3.531,-40.77,-70.61,29.83
p1,1764663649.1531,3.531,-44.22,-53.03,8.204
p1,1764663649.1749,3.535,-40.72,-72.02,31.3
p1,1764663649.2921,3.533,-40.68,-76.44,35.76
p1,1764663649.4238,3.533,-40.74,-72.72,31.98
G,1764663651,13.080378333,-16.766188333,15.2
p1,1764663659.2523,3.532,-41.06,-76.32,35.26
p1,1764663659.2743,3.535,-41,-77.11,36.1
p1,1764663659.3916,3.534,-41.12,-72.87,31.75
p1,1764663659.5233,3.534,-41.03,-76.98,35.95
p1,1764663669.3518,3.533,-46.11,-77.83,31.72
p1,1764663669.3738,3.535,-45.93,-75.28,29.35
p1,1764663669.4908,3.535,-44.65,-71.95,27.29
p1,1764663669.6228,3.534,-43.83,-75.65,31.82
C,1764663671.912,5,0
p1,1764663679.4513,3.533,-48.78,-74.92,26.13
p1,1764663679.4731,3.535,-49.06,-74.43,25.36
p1,1764663679.5903,3.534,-50.16,-76.32,26.14
p1,1764663679.7223,3.533,-50.68,-74.79,24.09
p1,1764663689.5506,3.535,-43.96,-73.18,29.21
p1,1764663689.5726,3.537,-43.85,-75.25,31.39
p1,1764663689.6898,3.534,-42.84,-76.62,33.77
p1,1764663689.8216,3.534,-41.73,-73.23,31.5
C,1764663691.911,4,0
p1,1764663699.6501,3.533,-43.98,-76.76,32.78
p1,1764663699.6721,3.536,-44.01,-76.87,32.86
p1,1764663699.7893,3.534,-44.12,-73.86,29.73
p1,1764663699.9211,3.534,-44.02,-76.38,32.36
p1,1764663709.7496,3.532,-49.02,-75.79,26.76
p1,1764663709.7716,3.535,-48.99,-76.09,27.09
p1,1764663709.8886,3.534,-49.37,-74.7,25.31
p1,1764663710.0205,3.534,-49.52,-75.71,26.18
G,1764663711,13.080615,-16.766043333,14.7
C,1764663711.914,5,0
p1,1764663719.8488,3.535,-62.53,-76.43,13.72
p1,1764663719.8491,-5.196,-70.05,-78.75,8.078
p1,1764663719.8708,3.548,-62.72,-76.36,13.45
p1,1764663719.8711,5.596,-70.94,-78.11,6.248
p1,1764663719.9881,3.528,-62.12,-77.41,15.16
p1,1764663720.1198,3.54,-60.07,-77.03,16.87
p1,1764663729.9483,3.536,-56.48,-75.95,19.42
p1,1764663729.9703,3.534,-56.3,-76.39,20.05
p1,1764663730.0875,3.535,-56.29,-76.88,20.56
p1,1764663730.2193,3.538,-56.02,-76.58,20.52
C,1764663731.916,4,0
p1,1764663740.0478,3.532,-56.65,-77.06,20.37
p1,1764663740.0698,3.539,-56.85,-76.43,19.53
p1,1764663740.1871,3.535,-57.91,-76.05,18.07
p1,1764663740.3188,3.536,-58.76,-77.52,18.71
p1,1764663750.1473,3.535,-67.97,-76.63,8.03
p1,1764663750.1690,3.533,-68.25,-77.42,8.619
p1,1764663750.2865,3.545,-69.94,-76.97,6.075
p1,1764663770.3463,3.515,-69.48,-77.2,6.918
p1,1764663770.4850,3.579,-69.83,-77.03,6.286
p1,1764663770.6173,3.537,-69.46,-76.63,6.246
G,1764663771,13.080846667,-16.766021667,15.4
C,1764663771.915,5,0
p1,1764663780.7165,3.544,-68.98,-77.02,7.305
p1,1764663790.6840,3.566,-68.61,-76.07,6.598
p1,1764663790.8160,3.559,-67.68,-75.54,7.085
C,1764663791.916,4,0
p1,1764663810.7438,3.559,-67.21,-75.6,7.716
p1,1764663810.7658,3.54,-66.83,-75.49,8.028
p1,1764663810.8830,3.552,-67.14,-76.63,8.978
p1,1764663811.0147,3.539,-67.87,-76.37,7.834
C,1764663811.916,5,0
p1,1764663820.8432,3.557,-66.23,-74.65,7.739
p1,1764663820.8653,3.532,-65.82,-74.77,8.354
p1,1764663820.9825,3.538,-65.86,-74.27,7.733
p1,1764663821.1143,3.542,-65.54,-74.55,8.434
p1,1764663830.9427,3.537,-57.48,-77.5,19.99
p1,1764663830.9647,3.545,-57.65,-77.47,19.78
p1,1764663831.0817,3.548,-57.53,-77.31,19.74
p1,1764663831.2137,3.542,-57.61,-77.6,19.94
G,1764663831,13.080831667,-16.76608,14.8
p1,1764663841.0422,3.539,-57.09,-76.88,19.75
p1,1764663841.0640,3.547,-57.08,-77.01,19.88
p1,1764663841.1812,3.539,-57.04,-77.84,20.77
p1,1764663841.3130,3.546,-57.07,-77.68,20.57
p1,1764663851.1415,3.538,-59.16,-77.03,17.8
p1,1764663851.1635,3.546,-58.99,-77.82,18.76
p1,1764663851.2807,3.545,-58.46,-78.09,19.58
p1,1764663851.4125,3.538,-58.19,-77.31,19.07
C,1764663851.914,4,0
p1,1764663861.2410,3.538,-61.08,-77.74,16.57
p1,1764663861.2630,3.542,-61.1,-77.56,16.36
