port, timestamp,snr,signal,noise,ms
p1,1764096805.2268,3.519,-2.282,-33.06,30.77
p1,1764096805.2486,3.521,-2.325,-30.62,28.29
p1,1764096805.3658,3.519,-2.228,-37.36,35.13
p1,1764096805.4978,3.52,-2.304,-30.84,28.53
G,1764096807,13.079631667,-16.770156667,18.8
C,1764096808.004,4,0
p1,1764096815.3261,3.517,-2.297,-32.82,30.51
p1,1764096815.3481,3.519,-2.265,-37.16,34.89
p1,1764096815.4653,3.517,-2.228,-41.87,39.64
p1,1764096815.5971,3.519,-2.296,-36.32,34.02
C,1764096819.292,4,0
p1,1764096825.4256,3.516,-2.399,-41.91,39.52
p1,1764096825.4476,3.518,-2.41,-42.24,39.83
p1,1764096825.5648,3.517,-2.48,-33.21,30.72
p1,1764096825.6966,3.518,-2.336,-41.92,39.58
p1,1764096828.9261,3.151,-68.2,-76.93,8.107
p1,1764096828.9263,4.905,-69.32,-78.23,8.309
p1,1764096835.5251,3.517,-2.246,-37.68,35.43
p1,1764096835.5471,3.52,-2.311,-33.37,31.05
p1,1764096835.6640,3.518,-2.294,-32.4,30.1
p1,1764096835.7961,3.519,-2.265,-34.73,32.46
p1,1764096838.0253,7.642,-65.92,-76.11,9.75
p1,1764096845.6246,3.472,-2.993,-31.37,28.37
p1,1764096845.6463,3.472,-2.956,-32.83,29.87
p1,1764096845.7635,3.471,-2.9,-40.38,37.48
p1,1764096845.8953,3.47,-3.009,-33.99,30.98
C,1764096848.004,5,0
p1,1764096855.7238,3.472,-2.51,-36.05,33.53
p1,1764096855.7458,3.475,-2.495,-40.34,37.85
p1,1764096855.8630,3.475,-2.576,-39.35,36.77
p1,1764096855.9948,3.473,-2.498,-38.92,36.42
p1,1764096865.8233,3.475,-2.498,-42.26,39.76
p1,1764096865.8453,3.478,-2.548,-39.05,36.5
p1,1764096865.9626,3.477,-2.603,-30.59,27.98
p1,1764096866.0943,3.476,-2.487,-40.92,38.44
G,1764096867,13.079633333,-16.770166667,18.7
C,1764096868.002,4,0
p1,1764096875.9228,3.478,-2.502,-34.48,31.98
p1,1764096875.9448,3.48,-2.563,-30.73,28.16
p1,1764096876.0618,3.477,-2.511,-34.45,31.94
p1,1764096876.1938,3.478,-2.611,-31.6,28.99
p1,1764096886.0220,3.478,-2.7,-32.4,29.69
p1,1764096886.0440,3.481,-2.662,-34.86,32.19
p1,1764096886.1613,3.48,-2.568,-41.55,38.98
p1,1764096886.2930,3.479,-2.658,-35.03,32.36
p1,1764096896.1215,3.508,-2.419,-40.54,38.12
p1,1764096896.1435,3.519,-2.465,-43.19,40.72
p1,1764096896.2608,3.52,-2.692,-35.72,33.03
p1,1764096896.3925,3.486,-2.622,-43,40.38
p1,1764096896.4430,-5.098,-70.19,-77.35,6.229
p1,1764096906.2210,3.484,-5.075,-41.46,36.38
p1,1764096906.2430,3.487,-5.186,-37.89,32.7
p1,1764096906.3600,3.482,-5.402,-33.62,28.21
p1,1764096906.4920,3.485,-5.393,-38.75,33.36
C,1764096908.004,5,0
p1,1764096916.3205,3.515,-2.609,-30.98,28.36
p1,1764096916.3423,3.516,-2.597,-30.9,28.29
p1,1764096916.4595,3.515,-2.493,-37.58,35.09
p1,1764096916.5913,3.515,-2.622,-31.1,28.47
p1,1764096921.2905,-5.537,-61.25,-70.13,8.27
p1,1764096922.1115,5.969,-62.73,-73.08,9.927
p1,1764096926.4198,3.517,-2.538,-35.42,32.88
p1,1764096926.4418,3.518,-2.5,-41.37,38.87
p1,1764096926.5590,3.517,-2.574,-40.72,38.15
p1,1764096926.6908,3.475,-4.451,-39.5,35.04
G,1764096927,13.079626667,-16.77017,18.9
C,1764096928.007,4,0
p1,1764096936.5193,3.481,-10.34,-50.14,39.8
p1,1764096936.5413,3.484,-10.05,-47.88,37.83
p1,1764096936.6585,3.484,-6.816,-37.26,30.44
p1,1764096936.7903,3.485,-5.511,-44.74,39.23
p1,1764096943.6383,7.074,-65.86,-78.89,12.81
p1,1764096943.7460,-4.736,-61.02,-78.71,17.61
p1,1764096943.7473,1.891,-60.75,-72.9,11.88
p1,1764096946.6188,3.513,-3.477,-36.27,32.8
p1,1764096946.6408,3.516,-3.536,-33.9,30.36
p1,1764096946.7578,3.509,-3.495,-34.1,30.6
p1,1764096946.8898,3.511,-3.669,-34.07,30.39
C,1764096948.004,5,0
p1,1764096956.7180,3.522,-2.959,-31.19,28.22
p1,1764096956.7400,3.524,-2.888,-33.52,30.63
C,1764096968.005,4,0
p1,1764096973.4985,1.884,-66.52,-73.75,6.319
p1,1764096973.4993,5.094,-66.77,-79.47,12.46
G,1764096987,13.079626667,-16.770173333,18.9
